nct_id,bmi_m,egfr_m,fib4_m,hgb_m,mbp_m,bmi_s,egfr_s,fib4_s,hgb_s,mbp_s
NCT00262600,2.874685607838009,0.5538731374491067,1.7621066124208273,141.853692376133,1.040083319492886,0.5788539133838211,0.08030002043752986,0.8192376446940228,15.245185877582704,0.12442559855646952
NCT00291330,2.8668791552600705,0.5882768362402825,1.2309719531201988,136.77497647135417,1.0408225363172359,0.5616227102995113,0.0429386929643245,0.730410715685971,15.557457459748527,0.11867245148278091
NCT00329238,2.9077213860693036,0.5899275517699957,1.1881801424294534,142.56326583304187,1.0419207851384507,0.5699814073283785,0.0378421892277217,0.6211775287173684,14.14434226123161,0.11084919265572853
NCT00402233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00466167,2.4838592565597666,0.5933579659278382,1.3515913479776456,137.47935548841895,1.035597667638484,0.4270383399555271,0.023329747090739955,0.5798670710394522,13.491117920629454,0.0908561440646546
NCT00479401,2.670299772633745,0.5866005997408221,1.3201072459381202,140.698738170347,1.069674358974359,0.4858355520234219,0.03690264471847901,0.6939577917318595,12.462345754065987,0.10878747375878628
NCT00558259,2.843324312005101,0.5897034486480026,NA,NA,1.061523378582202,0.5497023157747879,0.039590139535850284,NA,NA,0.11356345670290428
NCT00680186,2.83791277258567,0.5907940282325378,1.365204273512031,135.814296618733,1.0310856031128404,0.5791261274273964,0.037576727160423484,0.8760831562323903,16.263213470840356,0.11580320343485619
NCT01164501,3.04890625,0.470231561541449,NA,130.1015625,1.06028125,0.5459514306173345,0.1307451695162297,NA,16.493769793446784,0.12341863168226416
NCT01370005,3.2717518248175184,0.5966381573551535,1.2722692117977026,140.3040293040293,1.1250091240875912,0.4947089670326155,0.02008861682452759,0.6018514711854921,12.346713794896383,0.08468324628750831
NCT00034840,2.9469500955429004,0.5997654759325632,1.026372323925645,146.5695757201646,1.1951912568306011,0.4755550348534259,0.0023194321124981533,0.39273879427895675,11.980548743280105,0.10246732038879233
NCT00133198,2.8008605699604456,0.5929609658348913,1.0552009123611983,140.8806818181818,1.0050568181818182,0.5229198105559584,0.02457021042559094,0.4952011359129747,12.561618257483916,0.10377721830421664
NCT00152971,3.1505284552845527,0.5717971473737816,1.2531076712590827,138.25776993925143,1.0704003506721216,0.6033079541732197,0.06039194774115706,0.5521812108937902,15.327900333862388,0.1117263541967569
NCT00153023,3.0199440750870528,0.4781802578640009,1.2082328072625779,132.6108597285068,1.1818360640301317,0.5369878607352443,0.13121301691379683,0.566353924477521,18.2467402182377,0.10871441284956267
NCT00153088,2.548499465846318,0.598833508365913,1.4640467059141402,144.38399621212122,1.0852923768939393,0.38721883245497357,0.009250511068949665,0.6684077524361731,14.747555139478038,0.09820219296048421
NCT00168792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00168818,2.7589638231353284,0.5889057029941783,1.1851035379254233,138.55079726651482,1.120747621205256,0.4464867303611545,0.04123136203315231,0.5344834637458497,13.300435666793755,0.13028921456169018
NCT00168857,2.9994051396497556,0.4857861319383457,1.2948141374966946,124.99687984496124,1.1342112403100775,0.649165587230276,0.12957855918923702,0.6954151801205253,20.177288890108358,0.0995540256625678
NCT00274599,3.0684670907829146,0.594519952858482,1.1163335309081464,145.73170731707316,1.1987971198644642,0.5381482689242548,0.022784880095005566,0.4858821729318221,13.21587261529239,0.09741644343874427
NCT00274612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00472199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00623623,2.7383076899617604,0.5736243780896941,NA,NA,1.0937806830309498,0.4300417454973161,0.08743801016904348,NA,NA,0.17739775088354462
NCT00657150,2.7801740131940536,0.5942193867777734,1.163324807212539,138.5827818081681,1.1019725,0.4803461823840577,0.028749349029703438,1.012843826923107,13.783985808415776,0.12660326195133503
NCT00926289,2.9443777703449805,0.5938851299174506,1.3185336903283418,142.5310734463277,1.2843147731533557,0.5489140197425358,0.031016591420046733,0.748965603730708,14.005832474488015,0.10329556911516333
NCT01335464,2.8419164718522105,0.595190087574183,1.871193718798294,143.0729571984436,1.0316634241245137,0.4569467118659455,0.028041442488525282,0.7865021996239375,12.500990880765418,0.10418908785481615
NCT01335477,2.740620243685505,0.5959302628181663,1.8681367603855952,142.71584699453553,1.0249134790528234,0.45232479012694854,0.02158828050540134,0.751431310768443,13.4990954397947,0.11761682451598696
NCT01719003,3.074035874439462,0.5986913208883368,1.0352420501721944,145.518018018018,1.042354260089686,0.5906507623219932,0.010245913252916839,0.5152003416698481,14.303080271556048,0.10780861866658396
NCT02172586,2.683310068389182,0.5991984546455653,1.067159922376696,145.12429378531073,1.256617008069522,0.26567839670864246,0.005395630096596177,0.47052996118432194,13.393640522291088,0.05475573112632956
NCT02175355,2.769013457764431,0.5970326019262956,1.3497459119593922,141.07063711911357,1.2381422222222223,0.44457930713912286,0.021782401123725054,0.741065819620315,12.491269034527743,0.0645744599926568
NCT02177344,2.5852325260799023,0.5922254950118596,1.397715162786194,145.46808510638297,1.065191489361702,0.5036817977388259,0.03345610312840944,0.5643390452612247,12.04053173398793,0.13145985677899363
NCT02177396,3.0256133467841146,0.5972577086533736,1.1077119102886068,144.9890453834116,1.2566530493879455,0.549827525933474,0.021877396343494768,0.5350239313954251,12.269298949307494,0.06780881533174912
NCT02177461,2.6121333103444617,0.5888354640090478,1.6098455029018781,140.6639566395664,1.2799354354354355,0.3056329770773453,0.031545428826712914,0.8348589211580635,13.229201336366257,0.065533042309964
NCT02183064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02242318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00289198,2.59836537045393,0.5965553461250396,0.6956004701831445,139.8843537414966,0.9835264900662252,0.5729063454167772,0.018299304603268677,0.37419378556733723,11.586456143410594,0.09820091426115041
NCT00348140,2.5302771221494376,0.529870253557029,1.7659740497568015,138.31256332320163,1.0448937246963563,0.39452951902751465,0.09806765989505897,0.709078524689089,12.47816853039798,0.09212007516454432
NCT00348309,2.5320534920932536,0.5145859830827528,1.751954323249689,138.01458752515092,1.038254008016032,0.4283976632416701,0.10445392700257658,0.725819232612942,11.28367349285412,0.09009586925012569
NCT00410384,2.6849581623732623,NA,0.9868078517312715,125.40012187690432,0.9835557586837295,0.6522538156247848,NA,0.5721952869559986,14.63972004920251,0.10673579676089658
NCT00424476,2.4153650763289716,NA,0.7700553362207705,124.12666088965916,0.9730069324090121,0.4720750373631347,NA,0.4094594421989906,16.635756935455415,0.1082381029537424
NCT00428090,2.500722932847819,0.5254218501923685,1.7797690565633308,138.3867069486405,1.03202416918429,0.4237547970150509,0.09894953326091686,0.6893554443951974,12.671908984236342,0.0917598365075841
NCT01159912,2.8236318373240104,0.5990850978654869,0.825846594402794,138.75877192982455,NA,0.7473958286508638,0.007510071184413412,0.4516613632015905,14.272633691579504,NA
NCT01181895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01316900,2.69186320754717,0.5932339251527111,1.5157042745248528,144.65714285714284,1.037623820754717,0.5449263686050023,0.03619775760755394,0.7378601875311265,13.894816994523007,0.08755460639087437
NCT01316913,2.649725400457666,0.5941716646399905,1.58695127426941,144.30344827586208,1.028895881006865,0.5748289874294065,0.03519726485415397,1.0899052012766028,12.794363032569649,0.09842522673697195
NCT01436110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01691521,2.7896522760232862,0.5992989529431322,0.9898814275127934,142.48263888888889,1.02690414507772,0.5675089378495451,0.0064522391599814025,0.5080944176384378,13.871273569572844,0.1101067684389937
NCT01772134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01957163,2.7671039603960397,0.5936477084716044,1.4644426912530648,145.64912280701753,1.019214108910891,0.6146836658123709,0.03157952521066217,0.7226019452391507,13.166586038987724,0.1037501739013665
NCT02119286,2.7230193236714975,0.5947666505254423,1.534513011194329,147.02926829268293,1.0485326086956521,0.5358180951616781,0.026476323426396862,0.7950807475205424,13.276599335968644,0.09901255588173613
NCT02236611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00064428,2.6013006651332184,0.5666060596443733,NA,137.3264716504153,1.0692589940934312,0.4523029719814484,0.07555337423983413,NA,20.56593961772159,0.18530293861982697
NCT00115622,2.926646178775762,0.5976935639660286,0.6597536942460428,140.55445544554456,0.9807425742574257,0.696300169646478,0.016032633871836934,0.3477920025774349,14.055101061353582,0.09677939550003015
NCT00116831,2.954409980020012,0.5895672707874892,1.3707702333953669,139.00377073906486,1.0169356856856857,0.5385878539169764,0.0376493629054668,1.3706457116967712,13.722211170785778,0.07848482653436242
NCT00117325,2.659743154698542,0.5938920486823518,0.8606433851901015,139.02,0.9822507122507123,0.6118410325963021,0.022543973002005772,0.44459041180686426,12.09594641897746,0.11690438018583438
NCT00118703,2.6269430714587934,0.5907795778839294,0.8346347463410433,140.9193083573487,0.9913362068965518,0.547166969243046,0.03593720440527166,0.4308870727230422,13.176408748104564,0.11504921467647942
NCT00118729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00123903,3.3814970992638425,0.5870975932594635,1.1448890223040955,142.84267912772586,1.1661682242990654,0.6744868077919409,0.04344639396034246,0.6288122697995709,15.771192719594335,0.08741189483209877
NCT00139815,2.7364057115600793,0.5640995533574676,NA,137.09816012432947,1.075789434188804,0.4670543814282375,0.07577659735356924,NA,16.987774079847412,0.17129639549474102
NCT00197080,2.944120144353112,0.5894367026559759,0.9954415944285838,142.7910052910053,0.9957963446475195,0.6356013763222873,0.031430356797192416,0.5339332125483377,12.520591995604534,0.09159625890989918
NCT00273052,3.272601459125057,0.5954461708266466,0.9879382848803796,144.393779342723,1.1817605633802817,0.6550230905188452,0.02284820480519289,0.41198981946747654,13.164553608808927,0.06925834666741301
NCT00314860,2.8073296332477056,0.5900577862298182,1.0990122587353914,140.4411214953271,1.0333392857142858,0.5645550040903288,0.03502185627901999,0.5460831491008988,12.052933760003784,0.10214213268585157
NCT00329602,2.7330173290137516,0.5935382979547927,1.1864412074230435,139.95696202531644,1.0869183168316832,0.46658814783351676,0.023526157453502176,0.5352466372285308,10.860241412563692,0.11725286353046102
NCT00363857,2.831611704890014,0.5887733422579348,1.1074832848578546,139.6622922134733,1.0151706036745407,0.5934120524063218,0.03813976185687094,0.4992763007984265,11.978982988775831,0.09630289265428107
NCT00381472,2.6185802130066174,0.5877112946071987,1.5786824480590413,138.7030848329049,1.031918158567775,0.42547469334035287,0.037941181947948585,0.6554643148718855,11.832481537076617,0.09630562170499211
NCT00609674,2.696819443200477,0.5983622142825248,0.7919686322001787,137.03225806451613,0.9889649681528663,0.6605969042595545,0.010432288041898313,0.6601327878968142,11.667130469655783,0.11685493334115217
NCT01916226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00051558,2.6290890938995073,0.589209964240813,0.9836136834328715,136.66626794258374,1.0303496503496503,0.5487741701402109,0.04375056560846465,0.6768366281402776,16.00896738948752,0.11271951638858933
NCT00125918,2.6861721735767,0.575634249289332,1.6804992053072374,141.11486486486487,0.9150628595941096,0.5577796757797042,0.055719255036738066,1.6312224110836042,19.252890461904073,0.10615041446524215
NCT00384930,2.8613049480710093,0.593647882774631,1.3649637334882962,145.5493827160494,1.0367689161554192,0.45429772719480727,0.03044582568408831,0.5821906770388907,11.121884011462262,0.08686324122817657
NCT00670501,2.6569347772806866,0.594070151708285,1.580392204771069,134.68443932411674,1.0897586719091306,0.4499824341476172,0.025629394179851227,0.5470827724924299,9.886983664780077,0.11375023750599504
NCT00734474,3.1536458333333335,0.5990811999482345,1.147900245633035,141.4157894736842,1.0325373263888888,0.42788410328782067,0.007511078940374713,0.5945742088704223,13.41328265153,0.08637896717378844
NCT00827242,2.773815384615385,0.5967875306177669,1.3608570594815912,147.390608875129,1.0794161538461537,0.40713114383586724,0.01936472348596633,0.7618455212451182,11.848846938951871,0.08538724726574208
NCT00848081,2.870754716981132,0.5917171529183753,1.6214919771728329,142.38836477987422,1.0319842767295597,0.4709237143038862,0.03325312492713324,0.7601626653599506,12.11996904631157,0.07930341290096041
NCT00855582,2.8275245098039217,0.5944685976626823,1.3516550103336977,149.68550368550368,1.0601350081699346,0.4495944111451216,0.03011942299892811,0.5333971920345743,11.925388373610295,0.08426314988248991
NCT00861757,2.4271881571062512,0.596464252173443,1.5276520069409236,144.66455696202533,1.0294778481012659,0.2838724957628656,0.022283199627139826,0.6320295813553547,10.88036574985939,0.08772127396660773
NCT00970632,2.759183673469388,0.5933250940741396,1.416183713155072,150.05162241887905,1.0918172983479106,0.40762531323505286,0.03719048328769993,0.5372264864419056,11.824699178988814,0.08009488151106584
NCT01064687,3.3151385135135136,0.597481040060792,1.0826763830620265,136.4863481228669,1.0336355318386568,0.5260613189139113,0.017573326049944698,0.44607912614964174,14.224706631119291,0.09401262440351789
NCT01075282,3.1518096539162115,0.5992282931388104,1.082529305701456,138.99210686095932,1.0528701497231059,0.5457375239049196,0.007272561877114787,0.5383628754931031,13.594068587582768,0.09234199959956725
NCT01126580,3.341194029850746,0.5989583696004126,1.0887312149363013,141.8323970037453,1.053473880597015,0.5363608525528374,0.007734497095559928,0.5710015316582947,13.792059978343334,0.1021573671617043
NCT01191268,3.2310092940122717,0.590151998825027,1.2353868761085227,137.6931881630374,1.064326127355336,0.5224719367031525,0.03828654226658669,0.7011506818533886,13.437484513885721,0.09949309496491904
NCT01474512,2.9757747845037814,0.5992719725275901,0.9061758171948547,89.20746585365853,1.0208391405342625,0.7332564482048921,0.004661650354104854,0.6739274476529513,7.623713709550863,0.09629945541292335
NCT01597245,2.906647423545144,0.6,0.8700119794839761,89.92494,1.0519988095238095,0.5957864657971649,0,0.4104849705657628,6.824818140657863,0.09341906657604925
NCT01624259,3.362297085490959,0.5989446187838653,1.185972927096409,139.2743288590604,1.0661334168057874,0.5104666542005482,0.008855323930090243,0.5180452755234473,12.632284717970524,0.09945241763109627
NCT01646177,3.0222440867654727,0.5984811113316988,0.9057708021031893,91.581450826112075,1.0440064260998516,0.6877083546259134,0.013108498954547099,0.48013005279666027,8.020985957151721,0.09202587590393269
NCT01769378,3.12562299049838,0.5940266838987835,1.155914469228014,139.04722222222222,1.0540667658730158,0.5373969771805243,0.02640510496535742,0.47261406462374195,13.115992393722683,0.08500458349392062
NCT00046254,2.5174109902669133,0.5350211428207874,1.3996931947642675,121.26878579610539,1.0580765456329735,0.45016883916210504,0.096218035380524,0.857253375597877,16.379486940999264,0.12986976607677084
NCT00049829,2.5273254733247086,0.541991926039103,1.5965776839934922,134.9617905361122,1.067062186010563,0.43181070819989426,0.08426375190335252,0.6264198428087706,11.914819113932625,0.09944890500965181
NCT00100620,2.7418888016879053,0.5910161328607162,NA,133.55575757575758,1.0420794270833333,0.4947283642407745,0.03730134467143768,NA,14.894468378920871,0.09566356433991557
NCT00439244,2.5286191776571996,0.5615435118159426,NA,136.2051282051282,1.0391064476885645,0.4272092349436059,0.0728084102635782,NA,10.118509688225283,0.11753362153304162
NCT00439647,NA,0.5843456375838926,NA,146.81142611683848,1.0766874129768866,NA,0.0448534285926962,NA,12.52003924351665,0.09621395754252095
NCT01358578,2.8249954610296255,0.597674308806599,0.9250100178236732,145.64383561643837,1.0446739130434783,0.6331522419394146,0.016368003722286348,0.6296405636728644,14.139386442978804,0.10180403879459597
NCT01365455,3.010787888674784,0.5969546578088742,0.922539831709534,145.518115942029,1.041236559139785,0.7206583404234551,0.025301444315502655,0.5132613925276224,13.387498839017331,0.10908874328004724
NCT00106535,2.7662559691121764,0.5978396243223507,0.8144322672406638,126.35736747529201,1.0064848925551528,0.6240873676684455,0.013918696510494911,0.3789055829178425,13.707313639860468,0.10647271145154566
NCT00144508,NA,0.6,0.6904235306985461,110.98064516129033,0.9739677419354839,NA,0,0.33352908212176013,14.609848558617555,0.13328936246927375
NCT01007435,2.7828752129636207,0.5972452533287573,0.7669051269497099,128.41820418204182,0.9930920245398773,0.6623892486060273,0.017397152079081886,0.4378074632380451,14.270124954925738,0.10092061074453375
NCT01119859,2.874591791556503,0.5936261324395677,0.8568806277442106,128.59202453987731,1.017271472392638,0.6347709372614799,0.03320677971222345,0.4410902038950021,14.832629235657206,0.10988326073842708
NCT01209702,2.670826841423434,0.5993829355678394,0.7621186245037941,138.45261437908496,1.0090433006535948,0.4895031572913464,0.006232045279893832,0.4020997684513364,12.976524828231208,0.08361143589635442
NCT01232569,2.6966285232070466,0.5965756632108834,0.8276520313011062,127.1086513994911,1.002439024390244,0.5707045991392653,0.02016377006704793,0.4102455686516233,13.776408912992997,0.10065470839508785
NCT01264939,2.9823915212770915,0.5946931586747507,0.7354440804052408,137.52885572139303,0.9981194029850746,0.7796825532346444,0.02337322300644453,0.3873522108338492,12.074762801975243,0.09573271992539001
NCT01287117,2.902223116387645,0.597633642969407,0.7318709246049244,135.6935817805383,1.0043167701863354,0.6588421802197221,0.013841583026597527,0.386122618674015,13.323432530032667,0.11461995203498868
NCT01292473,2.9482365045672436,0.5993702835809341,0.7736805195617833,138.84757383966246,1.0013607594936709,0.7021377896827038,0.004029304798432116,0.3647830123773597,12.631853044762577,0.10199545502265955
NCT00694382,2.474703720044981,0.5745608342759757,1.3061174283457238,124.34078569640063,1.014672260924636,0.49457988890748983,0.060974428107367536,0.9637793131011791,18.20051770268423,0.11053722556534892
NCT00783718,2.407502694703038,0.597806338628764,NA,126.96825396825396,0.9889341692789969,0.4699559356933817,0.015851924257520935,NA,19.58727672143441,0.11677263988740318
NCT00856284,3.122915886798386,0.5994447602804623,0.9798578404232818,139.798729616989,1.0328041500852758,0.5328653622465377,0.00593687266272004,0.48212225136020065,13.095800381594103,0.07362739161438853
NCT00968708,2.9462755776215817,0.5603263424894828,1.1159076608502578,134.96554934823092,1.0268536562731998,0.5588725266261801,0.08544694871979486,0.5449058057254587,15.345063306979789,0.10655798735958977
NCT01224171,2.430280655321043,0.597213506752784,NA,128.29518072289156,0.9710096153846154,0.5605294291119098,0.019223747933024442,NA,16.85488578383434,0.11109451052490117
NCT00464269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00490035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00552058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01087762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01087788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
